smiles,pKa,pKa_type
CC(=O)Nc1ccccc1Nc1c2ccccc2nc2ccccc12,7.24,basic
CC(=O)Nc1ccccn1,4.09,basic
CC(=O)Nc1cccnc1,4.36,basic
CC(=O)Nc1ccnc(N2CCc3ccccc3C2)c1,6.5,basic
CC(=O)Nc1ccncc1,5.87,basic
CC(=O)OC(C)C[NH+](C)C,8.31,basic
CC(=O)OC(C1CC(C)C2C(O1)C(O)C1(C)C3CCC4C(C)(C)C(OC5CN(C6COC6)CCO5)CCC45CC35CCC21C)C(C)(C)O,4.6,basic
CC(=O)OC(C1CC(C)C2C(O1)C(O)C1(C)C3CCC4C(C)(C)C(OC5CNCCO5)CCC45CC35CCC21C)C(C)(C)O,7.7,basic
CC(=O)OC1C[NH+]2CCC1CC2,9.27,basic
CC(=O)OCC1CC2CC[NH+]1CC2,9.88,basic
CC(=O)OCC1C[NH+]2CCC1CC2,10.29,basic
CC(=O)OCCCCCc1ccc(S(N)(=O)=O)cc1,10.3,basic
CC(=O)OCCCCN(C)C,9.4,basic
CC(=O)OCCCN(C)C,9,basic
CC(=O)OCCCc1ccc(S(N)(=O)=O)cc1,10.22,basic
CC(=O)OCCN(C)C,8.4,basic
CC(=O)OCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1,8.65,basic
CC(=O)OCC[NH+](C)C,8.3,basic
CC(=O)OCCc1c[nH]cn1,6.97,basic
CC(=O)OCCc1cnc[nH]1,6.97,basic
CC(=O)O[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5C[NH+](C6COC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,4.6,basic
CC(=O)O[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5C[NH2+]CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,7.7,basic
CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,9.54,basic
CC(=O)Oc1c(C)cc(OCC(O)C[NH2+]C(C)C)c(C)c1C,9.54,basic
CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,8.72,basic
CC(=O)Oc1cc(C(C)C)c(OCC[NH+](C)C)cc1C,8.72,basic
CC(=O)Oc1ccc2c3c1O[C@@H]1C(OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,7.96,basic
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)[NH+](C)CC[C@@]341,7.95,basic
CC(=O)Oc1cccc2cccnc12,3.3,basic
CC(=O)SCC[NH+](C)C,8.27,basic
CC(=O)[NH+]=C(N(C)C)N(C)C,7.5,basic
CC(=O)c1ccc(/N=N/c2c(N)n[nH]c2N)cc1,3.32,basic
CC(=O)c1ccc(Cc2c3ccccc3nc3ccccc23)cc1,6.12,basic
CC(=O)c1ccc(N)cc1,2.385,basic
CC(=O)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,6.12,basic
CC(=O)c1cccc(N)c1,3.56,basic
CC(=O)c1ccccc1N,2.22,basic
CC(=O)c1ccccn1,2.73,basic
CC(=O)c1cccnc1,3.18,basic
CC(=O)c1ccncc1,3.59,basic
CC(=O)n1ccnc1,3.6,basic
CC(=O)n1ccnc1C,5.03,basic
CC(=[NH2+])N1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,10.74,basic
CC(=[NH2+])N1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,10.92,basic
CC(C#N)CN,7.75,basic
CC(C(O)c1ccccc1)N(C)C,9.2,basic
CC(C(O)c1ccccc1)[NH+](C)C,9.3,basic
CC(C)(C)/C(N)=N/O,5.8,basic
CC(C)(C)/C(N)=[NH+]/O,5.8,basic
CC(C)(C)C(=O)C[NH+]1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,8,basic
CC(C)(C)C(O)CN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,9.2,basic
CC(C)(C)C(O)C[NH+]1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,9.2,basic
CC(C)(C)CC(=O)n1ccnc1,3.8,basic
CC(C)(C)CC(C)(C)[NH3+],10.84,basic
CC(C)(C)CCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)C(F)C1,6.7,basic
CC(C)(C)CCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,8.7,basic
CC(C)(C)CC[NH+]1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,8.7,basic
CC(C)(C)CC[NH+]1CC[C@@H](CNC(=O)c2cc(Cl)cc(Cl)c2)[C@H](F)C1,6.7,basic
CC(C)(C)CC[NH+]1CC[C@H](CNC(=O)c2cc(Cl)cc(Cl)c2)[C@H](F)C1,7.9,basic
CC(C)(C)CN,10.21,basic
CC(C)(C)CNc1ccccc1,4.17,basic
CC(C)(C)COCC(O)CNC(C)(C)C,9.68,basic
CC(C)(C)COCC(O)C[NH2+]C(C)(C)C,9.68,basic
CC(C)(C)C[NH3+],10.17,basic
CC(C)(C)N,10.68,basic
CC(C)(C)N1NC2CCC1C2,9.12,basic
CC(C)(C)N1NC2CCC1C21CC1,9.33,basic
CC(C)(C)N1NC2CCC1CC2,9.54,basic
CC(C)(C)NC(=O)C[NH+]1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,7.6,basic
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2C[NH+]1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,6.8,basic
CC(C)(C)NC1CCCCC1,11.23,basic
CC(C)(C)NCC(O)COC(C1CC1)C1CC1,9.63,basic
CC(C)(C)NCC(O)COCC1CC1,9.73,basic
CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,9.69,basic
CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,9.92,basic
CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,8.8,basic
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,9.7,basic
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,8.7,basic
CC(C)(C)NCCO,10.11,basic
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,9.53,basic
CC(C)(C)NNC(C)(C)C,8.31,basic
CC(C)(C)Nc1ccccc1,7.15,basic
CC(C)(C)OC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1ccc(N)nc1)C(C1CCCCC1)C1CCCCC1,6.5,basic
CC(C)(C)SC(=N)c1ccccc1,9.24,basic
CC(C)(C)[C@@]1(O)CC[NH+]2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,5.9,basic
CC(C)(C)[C@]1(O)CC[NH+]2C[C@@H](c3ccccc3)c3ccccc3[C@@H]2C1,7.03,basic
CC(C)(C)[C@]1(O)CC[NH+]2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,7.15,basic
CC(C)(C)[NH+]1C2CCCC21,9.22,basic
CC(C)(C)[NH+]1CCC(Oc2ccc3[nH]c(C(=O)N4CCOCC4)cc3c2)CC1,10,basic
CC(C)(C)[NH+]1CCCC(=O)C(O)CCC1,7.6,basic
CC(C)(C)[NH2+]C1CCCCC1,11.34,basic
CC(C)(C)[NH2+]CC(O)COC(C1CC1)C1CC1,9.63,basic
CC(C)(C)[NH2+]CC(O)COCC1CC1,9.73,basic
CC(C)(C)[NH2+]CC(O)COc1cccc2c1CCC(=O)N2,9.2,basic
CC(C)(C)[NH2+]CC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,9.735,basic
CC(C)(C)[NH2+]CC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1,9.7,basic
CC(C)(C)[NH2+]CCO,10.11,basic
CC(C)(C)[NH2+]C[C@@H](O)COc1cccc2c1CCCC2=O,9.3,basic
CC(C)(C)[NH2+]C[C@@H](O)COc1ccccc1C1CCCC1,9.3,basic
CC(C)(C)[NH2+]C[C@H](O)COc1ccccc1C1CCCC1,9.92,basic
CC(C)(C)[NH2+]C[C@H](O)COc1nsnc1N1CCOCC1,9.226,basic
CC(C)(C)[NH3+],10.765,basic
CC(C)(C)c1[nH]c2ccccc2c1C1CCCN(Cc2ccc(CCC(=O)N=O)cc2)C1,7.8,basic
CC(C)(C)c1[nH]c2ccccc2c1C1CCCN(Cc2ccc(CCC(=O)N=O)cc2Cl)C1,7.4,basic
CC(C)(C)c1[nH]c2ccccc2c1C1CCCN(Cc2ccc(CCC(=O)N=O)cc2F)C1,7.3,basic
CC(C)(C)c1[nH]c2ccccc2c1C1CCC[NH+](Cc2ccc(CCC(=O)N=O)cc2)C1,7.8,basic
CC(C)(C)c1[nH]c2ccccc2c1C1CCC[NH+](Cc2ccc(CCC(=O)N=O)cc2Cl)C1,7.4,basic
CC(C)(C)c1[nH]c2ccccc2c1C1CCC[NH+](Cc2ccc(CCC(=O)N=O)cc2F)C1,7.3,basic
CC(C)(C)c1cc(N)cc(C(C)(C)C)c1,4.97,basic
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,8.5,basic
CC(C)(C)c1ccc(C(O)CCC[NH+]2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,8.6,basic
CC(C)(C)c1ccc(N)cc1,4.95,basic
CC(C)(C)c1cccc(C(C)(C)C)n1,5.02,basic
CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@@H]2O)c1,5.7,basic
CC(C)(C)c1ccccc1N,3.78,basic
CC(C)(C)c1ccccc1Nc1c2ccccc2nc2ccccc12,7.62,basic
CC(C)(C)c1ccccn1,5.76,basic
CC(C)(C)c1cccnc1,5.82,basic
CC(C)(C)c1ccnc(C(C)(C)C)c1,6.7,basic
CC(C)(C)c1ccncc1,5.99,basic
CC(C)(C)n1ccnc1,7.35,basic
CC(C)(N)C#N,5.3,basic
CC(C)(N)CO,10.194,basic
CC(C)(N)Cc1ccccc1,10.13,basic
CC(C)(O)CCS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,9.35,basic
CC(C)(O)CCSc1ccc(S(N)(=O)=O)cc1,10,basic
CC(C)(O)c1ccn2ccnc2c1,7.2,basic
CC(C)(O)c1ccn2ccnc2c1F,5.4,basic
CC(C)(S)[C@@H](N)C(=O)O,7.83,basic
CC(C)([NH3+])C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC2(CCc3ccccc32)CC1,7.9,basic
CC(C)([NH3+])CNC(=O)CC1CCC2(CC1)COC1(OO2)C2CC3CC(C2)CC1C3,9.05,basic
CC(C)([NH3+])CNC(=O)CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3,9.05,basic
CC(C)([NH3+])CNC(=O)C[C@H]1CC[C@@]2(CC1)C[C@@]1(OO2)C2CC3CC(C2)CC1C3,9.05,basic
CC(C)([NH3+])CNC(=O)C[C@H]1CC[C@]2(CC1)OO[C@]1(O2)C2CC3CC(C2)CC1C3,9.05,basic
CC(C)([NH3+])CO,9.74,basic
CC(C)([NH3+])Cc1ccccc1,10.13,basic
CC(C)([NH3+])c1ccccc1,10.38,basic
CC(C)=CCN(C1=NCCN1)c1c(Br)cccc1Br,10.75,basic
CC(C)=CCN(C1=[NH+]CCN1)c1c(Br)cccc1Br,10.75,basic
CC(C)C(=O)C(C)(C)C[NH+](C)C,9.3,basic
CC(C)C(=O)N(Cc1cccc(Cl)c1Cl)[C@H]1CC[NH2+]C1,9.4,basic
CC(C)C(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CC[NH2+]C1,9.4,basic
CC(C)C(C(C)C)[NH+](C)C,10.06,basic
CC(C)C([NH3+])C(C)C,10.4,basic
CC(C)C([NH3+])C(N)=O,8,basic
CC(C)C1=NC(c2ccccc2)(c2cccc(-c3cncnc3)c2)N=C1N,5.2,basic
CC(C)C1=NC(c2ccccc2)(c2cccc(-c3cncnc3)c2)[NH+]=C1N,5.2,basic
CC(C)C1CC(CC(=O)[O-])[NH2+]C1C(=O)[O-],3.05,basic
CC(C)CC(N)C(=O)O,9.61,basic
CC(C)CC([NH3+])C(N)=O,8,basic
CC(C)CC1(C)[NH+]=C(N)N(Cc2cccc(Cl)c2)C1=O,7.2,basic
CC(C)CCCC(C)[NH3+],10.28,basic
CC(C)CCC[NH+](C)CCCNC(=O)CN=O,9.435,basic
CC(C)CCN,10.93,basic
CC(C)CCN(C1=NCCN1)c1c(Br)cccc1Br,10.9,basic
CC(C)CCN(C1=[NH+]CCN1)c1c(Br)cccc1Br,10.9,basic
CC(C)CCNCCC(C)C,10.9,basic
CC(C)CCOc1ccc2c(c1)[C@H]1OCCC[C@H]1[C@@H](C1CCOCC1)N2,3.8,basic
CC(C)CCSC(=N)c1ccccc1,8.43,basic
CC(C)CC[NH2+]CCC(C)C,10.9,basic
CC(C)CC[NH3+],10.93,basic
CC(C)CN,10.68,basic
CC(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CC[NH2+]C1,10,basic
CC(C)CN(C)C,9.91,basic
CC(C)CN(C)c1ccccc1,5.2,basic
CC(C)CN(C1=NCCN1)c1c(Br)cccc1Br,11.02,basic
CC(C)CN(C1=[NH+]CCN1)c1c(Br)cccc1Br,11.02,basic
CC(C)CN(CC(C)O)CC(C)O,8.8,basic
CC(C)CNC(=O)[C@H]1C[C@@](F)(c2ccc(C[NH+]3CCCC3)c(F)c2)C1,9.2,basic
CC(C)CNC(=O)c1cnc(Nc2cccc(Cl)c2)cc1C(C)C,6.02,basic
CC(C)CNC(C)C,10.55,basic
CC(C)CNCC(C)C,10.91,basic
CC(C)CNc1ccccc1,4.84,basic
CC(C)COC1(c2ccccc2)CN(C)CCO1,7.14,basic
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)[NH+]1CCCC1,9.3,basic
CC(C)COCC(O)CNC(C)(C)C,9.73,basic
CC(C)COCC(O)C[NH2+]C(C)(C)C,9.73,basic
CC(C)COc1noc2c1CNCC2,7.7,basic
CC(C)COc1noc2c1C[NH2+]CC2,7.7,basic
CC(C)CSC(=N)c1ccccc1,8.22,basic
CC(C)CSCCN,8.73,basic
CC(C)CSCC[NH3+],8.73,basic
CC(C)C[C@@H](C(=O)NCC#N)c1cccc(-c2ccc(N3CC[NH2+]CC3)cc2)c1,8.77,basic
CC(C)C[C@H](O)[C@H](O)[C@@H]([NH3+])CC1CCCCC1,9.3,basic
CC(C)C[C@H]([NH3+])C(=O)NCCCS(=O)(=O)Oc1ccc(C(F)(F)F)cc1,8.9,basic
CC(C)C[C@H]([NH3+])C(=O)NCCCS(=O)(=O)Oc1ccc(Cl)cc1,9.6,basic
CC(C)C[C@H]([NH3+])C(N)=O,7.84,basic
CC(C)C[NH+](C)C,9.91,basic
CC(C)C[NH+](CC(C)O)CC(C)O,8.8,basic
CC(C)C[NH+]1CCC(Oc2ccc3cc(C(=O)N4CCC(C)CC4)ccc3c2)CC1,9.8,basic
CC(C)C[NH2+]C(C)C,10.55,basic
CC(C)C[NH2+]CC(C)C,10.59,basic
CC(C)C[NH2+][C@H](c1ccccc1)[C@H](O)c1ccccc1,11.34,basic
CC(C)C[NH3+],10.36,basic
CC(C)N,10.63,basic
CC(C)N(/C=N\c1ccn(C2CC(F)C(CO)O2)c(=O)n1)C(C)C,5.13,basic
CC(C)N(/C=N\c1ccn(C2CCC(CO)O2)c(=O)n1)C(C)C,5.28,basic
CC(C)N(/C=[NH+]\c1ccn(C2CC(F)C(CO)O2)c(=O)n1)C(C)C,5.13,basic
CC(C)N(/C=[NH+]\c1ccn(C2CCC(CO)O2)c(=O)n1)C(C)C,5.28,basic
CC(C)N(C)C,10.3,basic
CC(C)N(C1=NCCN1)c1c(Br)cccc1Br,11.2,basic
CC(C)N(C1=[NH+]CCN1)c1c(Br)cccc1Br,11.2,basic
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,10.32,basic
CC(C)N(Cc1cnc[nH]1)c1ccc(Cl)cc1,3.5,basic
CC(C)N(c1ccccc1)C(C)C,6.19,basic
CC(C)N1CCC(C(=O)Nc2cccc(OCc3ccc(F)cc3)c2)CC1,9.4,basic
CC(C)N1CCC(Oc2cc3[nH]c(C(=O)N4CCOCC4)cc3cc2F)CC1,9.5,basic
CC(C)N1CCC(Oc2ccc3[nH]c(C(=O)N4CCC(F)(F)CC4)cc3c2)CC1,9.7,basic
CC(C)N1CCC(Oc2ccc3[nH]c(C(=O)N4CCOCC4)cc3c2)CC1,10,basic
CC(C)N1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCC(F)(F)CC2)n3C(C)C)CC1,9.9,basic
CC(C)N1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCC(F)(F)CC2)n3CC#N)CC1,9.8,basic
CC(C)N1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCC(F)(F)CC2)n3CC(F)(F)F)CC1,9.7,basic
CC(C)N1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCOCC2)n3CC(F)(F)F)CC1,9.7,basic
CC(C)N1CCC(Oc2ccc3cc(C(=O)N4CCOCC4)[nH]c3c2)CC1,9.7,basic
CC(C)N=NC1CC[NH+](C)CC1,8.9,basic
CC(C)NC(=O)NCCc1ccc(OCC(O)C[NH2+]C(C)C)cc1,9.18,basic
CC(C)NC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,6.86,basic
CC(C)NC(C)C,11.07,basic
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,9.555,basic
CC(C)NCC(O)COc1ccc(CCNC(=O)NC(C)C)cc1,9.18,basic
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,9.21,basic
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,9.57,basic
CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,9.52,basic
CC(C)NCC(O)COc1cccc2[nH]ccc12,9.54,basic
CC(C)NCC(O)COc1cccc2ccccc12,9.53,basic
CC(C)NCC(O)COc1ccccc1,9.45,basic
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,9.76,basic
CC(C)NCC(O)c1ccc(O)c(O)c1,8.65,basic
CC(C)NCC(O)c1ccc2ccccc2c1,9.42,basic
CC(C)NCC(O)c1cccc(F)c1,9.48,basic
CC(C)NCCC#N,8,basic
CC(C)NC[C@@H](O)c1ccc(NS(C)(=O)=O)cc1,9.72,basic
CC(C)NC[C@H](O)COc1cccc2ccccc12,9.5,basic
CC(C)Nc1ccccc1,5.3,basic
CC(C)Nc1ncc(-c2nc(-c3ccc4c(c3)CCN(C(CO)CO)CC4)no2)cc1C#N,8.1,basic
CC(C)Nc1ncc(-c2nc(-c3ccc4c(c3)CC[NH+](C(CO)CO)CC4)no2)cc1C#N,8.1,basic
CC(C)Nc1ncnc2c1cnn2C,4.22,basic
CC(C)OCC(O)CNC(C)(C)C,9.9,basic
CC(C)OCC(O)C[NH2+]C(C)(C)C,9.9,basic
CC(C)Oc1ccc(-c2nc(-c3ccc4c(c3)CCN(C(CO)CO)C4)no2)cc1C#N,7.28,basic
CC(C)Oc1ccc(-c2nc(-c3ccc4c(c3)CCN(C(CO)CO)CC4)no2)cc1C#N,7.805,basic
CC(C)Oc1ccc(-c2nc(-c3ccc4c(c3)CC[NH+](C(CO)CO)C4)no2)cc1C#N,7.28,basic
CC(C)Oc1ccc(-c2nc(-c3ccc4c(c3)CC[NH+](C(CO)CO)CC4)no2)cc1C#N,7.805,basic
CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[NH+](C(CO)CO)C4)no2)cc1C#N,7.3,basic
CC(C)Oc1ccc(-c2nc(-c3cccc4c3OCC[NH+](C(CO)CO)C4)no2)cc1C#N,6.03,basic
CC(C)Oc1cccc2c1NC(=NCC(F)F)N[C@@H]2C,10.2,basic
CC(C)Oc1cccc2c1NC(=NCC(F)F)N[C@H]2C,10.2,basic
CC(C)Oc1cccc2c1NC(=[NH+]CC(F)F)NC2C,10.2,basic
CC(C)Oc1ncc(-c2nc(-c3ccc4c(c3)CC[NH2+]CC4)no2)cc1C#N,9.69,basic
CC(C)Oc1noc2c1CNCC2,7.5,basic
CC(C)Oc1noc2c1C[NH2+]CC2,7.5,basic
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=C/C(N)=O)c3cc(F)ccc3F)cc21,3.4,basic
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=C/C(N)=O)c3cccc(F)c3)cc21,3.41,basic
CC(C)SC(=N)c1ccccc1,8.04,basic
CC(C)SCCN,9.23,basic
CC(C)SCC[NH3+],9.23,basic
CC(C)[C@@H]1C(=O)N(S(C)(=O)=O)[C@@H]2CN(C(=O)/C=C/C[NH+]3CCCCC3)C[C@H]21,8.44,basic
CC(C)[C@@H]1C2[C@H](C(=O)N1CC1=CCC(Cl)C=C1)[C@H](C1C=CC(C#N)=CC1)N1CCC[C@@H]21,6,basic
CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1[NH3+],10.52,basic
CC(C)[C@@H]1[C@@H]2[C@H](C(=O)N1Cc1ccc(Cl)cc1)[C@H](c1ccc(C(=N)N)cc1)N1CCC[C@@H]21,6.2,basic
CC(C)[C@@H]1[C@@H]2[C@H](C(=O)N1Cc1ccc(F)cc1)[C@H](c1ccc(C(=N)N)cc1)N1CCC[C@@H]21,6.5,basic
CC(C)[C@@]12C[NH2+][C@@H](C(=O)[O-])[C@@H]1CC(=O)O2,7.8,basic
CC(C)[C@H]1CC[C@H](C)C[C@@H]1[NH3+],10.63,basic
CC(C)[NH+](C(C)C)C(C)C,11.86,basic
CC(C)[NH+](C)C,10.3,basic
CC(C)[NH+](CC1CO1)CC1CO1,7.07,basic
CC(C)[NH+](CCCl)CCCl,7,basic
CC(C)[NH+](CCNC(=O)[C@H]1C[C@@H]1c1ccccc1)C(C)C,9.7,basic
CC(C)[NH+](CCO)C(C)C,10.08,basic
CC(C)[NH+](CCc1ccccc1)CCc1ccccc1,10.02,basic
CC(C)[NH+](Cc1no[n+]([O-])c1C#N)C(C)C,5.35,basic
CC(C)[NH+]1C2CCCC21,8.31,basic
CC(C)[NH+]1CCC(C(=O)Nc2cccc(OCc3ccc(F)cc3)c2)CC1,9.4,basic
CC(C)[NH+]1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,8.7,basic
CC(C)[NH+]1CCC(Oc2cc3[nH]c(C(=O)N4CCOCC4)cc3cc2F)CC1,9.5,basic
CC(C)[NH+]1CCC(Oc2ccc(C3(C(N)=O)CCOCC3)cc2)CC1,9.78,basic
CC(C)[NH+]1CCC(Oc2ccc3[nH]c(C(=O)N4CCC(F)(F)CC4)cc3c2)CC1,9.7,basic
CC(C)[NH+]1CCC(Oc2ccc3[nH]c(C(=O)N4CCC(O)C4)cc3c2)CC1,9.8,basic
CC(C)[NH+]1CCC(Oc2ccc3[nH]c(C(=O)N4CCCC(F)(F)C4)cc3c2)CC1,10,basic
CC(C)[NH+]1CCC(Oc2ccc3[nH]c(C(=O)N4CCCCCC4)cc3c2)CC1,9.7,basic
CC(C)[NH+]1CCC(Oc2ccc3[nH]c(C(=O)N4CCOCC4)cc3c2)CC1,10,basic
CC(C)[NH+]1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCC(F)(F)CC2)n3CC#N)CC1,9.8,basic
CC(C)[NH+]1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCC(F)(F)CC2)n3CC(F)(F)F)CC1,9.7,basic
CC(C)[NH+]1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCC(F)(F)CC2)n3S(C)(=O)=O)CC1,9.6,basic
CC(C)[NH+]1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCOCC2)n3CC(F)(F)F)CC1,9.7,basic
CC(C)[NH+]1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCS(=O)(=O)CC2)n3CC(F)(F)F)CC1,9.6,basic
CC(C)[NH+]1CCC(Oc2ccc3cc(C(=O)N4CCC(CO)CC4)ccc3c2)CC1,9.6,basic
CC(C)[NH+]1CCC(Oc2ccc3cc(C(=O)N4CCOCC4)[nH]c3c2)CC1,9.7,basic
CC(C)[NH+]1CCC(Oc2ccc3cc(C(=O)N4CCOCC4)ccc3c2)CC1,9.3,basic
CC(C)[NH+]1CCC(Oc2ccc3nc(C(=O)N4CCC4)ccc3c2)CC1,9.5,basic
CC(C)[NH+]1CCC(Oc2ccc3nc(C(=O)N4CCC[C@H]4C#N)ccc3c2)CC1,9.5,basic
CC(C)[NH+]1CCC(Oc2ccc3nc(C(=O)N4CCOCC4)ccc3c2)CC1,9.5,basic
CC(C)[NH+]1CCCC1,11.22,basic
CC(C)[NH+]1CCCCC1,10.96,basic
CC(C)[NH+]1[C@@H]2CC(Oc3ccc4nc(C(=O)N5CCOCC5)ccc4c3)CC[C@H]1C2,8.97,basic
CC(C)[NH2+]C(C)C,11.04,basic
CC(C)[NH2+]CC(O)COc1ccc(CC(N)=O)cc1,9.555,basic
CC(C)[NH2+]CC(O)COc1ccc(CCOCC2CC2)cc1,9.305,basic
CC(C)[NH2+]CC(O)COc1ccc(COCCOC(C)C)cc1,9.446667,basic
CC(C)[NH2+]CC(O)COc1cccc2[nH]c3ccccc3c12,9.52,basic
CC(C)[NH2+]CC(O)COc1cccc2[nH]ccc12,9.395,basic
CC(C)[NH2+]CC(O)COc1cccc2ccccc12,9.518824,basic
CC(C)[NH2+]CC(O)COc1ccccc1,9.45,basic
CC(C)[NH2+]CC(O)c1cccc(F)c1,9.48,basic
CC(C)[NH2+]C[C@H](O)COc1ccc(CC(N)=O)cc1,9.57,basic
CC(C)[NH2+]C[C@H](O)COc1cccc2ccccc12,9.5,basic
CC(C)[NH2+][C@H](c1ccccc1)[C@H](O)c1ccccc1,11.79,basic
CC(C)[NH3+],10.64,basic
CC(C)c1cc(Nc2ccc(C#N)c(Cl)c2)ncc1C(=O)NCC1CCOCC1,6.02,basic
CC(C)c1cc(Nc2ccc(Cl)cc2Cl)ncc1C(=O)NCC1CCOCC1,6.02,basic
CC(C)c1cc(Nc2cccc(Br)c2)ncc1C(=O)NCC1CCOCC1,6.02,basic
CC(C)c1cc(Nc2cccc(C#N)c2)ncc1C(=O)NCC1CCOCC1,6.02,basic
CC(C)c1cc(Nc2cccc(C(F)(F)F)c2F)ncc1C(=O)NCC1CCOCC1,6.02,basic
CC(C)c1cc(Nc2cccc(Cl)c2)ncc1C(=O)NC1CCOCC1,6.02,basic
CC(C)c1cc(Nc2cccc(Cl)c2)ncc1C(=O)NCC(C)(C)C,6.02,basic
CC(C)c1cc(Nc2cccc(Cl)c2)ncc1C(=O)NCC1CCCC1,6.02,basic
CC(C)c1cc(Nc2cccc(Cl)c2)ncc1C(=O)NCC1CCOCC1,6.02,basic
CC(C)c1cc(Nc2cccc(Cl)c2)ncc1C(=O)NCc1ccc(F)cc1,6.02,basic
CC(C)c1ccc(CCC[NH+](C)C)cc1,10.49,basic
CC(C)c1ccc(N)cc1,4.85,basic
CC(C)c1cccc(C(C)C)c1NC1=[NH+]CCN1,10.65,basic
CC(C)c1ccccc1N,4.42,basic
CC(C)c1ccccc1Nc1c2ccccc2nc2ccccc12,7.64,basic
CC(C)c1ccccn1,5.83,basic
CC(C)c1cccnc1,5.72,basic
CC(C)c1ccncc1,6.02,basic
